Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Country,Stage,Funds_Raised_USD
BitOasis,"Dubai, Non-U.S.",Crypto,9,0.05,19/06/2022,https://www.reuters.com/markets/rates-bonds/middle-east-focused-crypto-firm-bitoasis-cuts-jobs-amid-sector-turmoil-2022-06-19/,United Arab Emirates,Series B,30
Unacademy,"Bengaluru, Non-U.S.",Education,150,0.03,18/06/2022,https://www.moneycontrol.com/news/business/startup/softbank-backed-unacademy-lays-off-another-150-employees-8703281.html,India,Series H,838
Bytedance,"Shanghai, Non-U.S.",Consumer,150,,17/06/2022,https://www.bloomberg.com/news/articles/2022-06-17/bytedance-disbands-shanghai-games-studio-in-expansion-setback#xj4y7vzkg,China,Unknown,9400
Socure,Reno,Finance,69,0.13,17/06/2022,https://www.forbes.com/sites/jeffkauflin/2022/06/17/high-flying-unicorn-socure-lays-off-13-of-staff-as-troubles-in-fintech-spread/?sh=527a320b606c,United States,Series E,646
Finite State,Columbus,Security,16,0.2,17/06/2022,https://www.bizjournals.com/columbus/inno/stories/news/2022/06/17/startup-finite-state-layoffs.html,United States,Series B,49
JOKR,New York City,Food,50,0.05,16/06/2022,https://techcrunch.com/2022/06/16/jokr-grocery-delivery-leaving-us-latin-america/,United States,Series B,430
Zumper,SF Bay Area,Real Estate,45,0.15,16/06/2022,https://therealdeal.com/2022/06/16/zumper-slashes-15-of-staff/,United States,Series D,178
PharmEasy,"Mumbai, Non-U.S.",Healthcare,40,,16/06/2022,https://inc42.com/buzz/ipo-bound-pharmeasy-lays-off-40-employees-from-docon/,India,Unknown,1600
Circulo Health,Columbus,Healthcare,,0.5,16/06/2022,https://www.axios.com/pro/health-tech-deals/2022/06/16/circulo-health-layoffs,United States,Series A,50
Swappie,"Helsinki, Non-U.S.",Retail,250,0.17,15/06/2022,https://swappie.com/fi/blogi/viesti-swappien-toimitusjohtajalta/,Finland,Series C,169
Wealthsimple,"Toronto, Non-U.S.",Finance,159,0.13,15/06/2022,https://www.piquenewsmagazine.com/national-business/wealthsimple-to-layoff-13-of-staff-amid-market-volatility-5481248,Canada,Unknown,900
Weee!,SF Bay Area,Food,150,0.1,15/06/2022,https://www.businessinsider.com/softbank-backed-grocer-weee-laid-off-10-percent-of-its-staff-amid-a-slowdown-in-online-grocery-2022-6,United States,Series E,863
Notarize,Boston,Legal,110,0.25,15/06/2022,https://www.bizjournals.com/boston/news/2022/06/15/notarize-cuts-25-of-staff-in-latest-tech-layoff.html,United States,Series D,213
Elementor,"Tel Aviv, Non-U.S.",Media,60,0.15,15/06/2022,https://en.globes.co.il/en/article-elementor-begins-laying-off-15-of-workforce-1001415176,Israel,Unknown,65
Tonkean,SF Bay Area,Other,23,0.23,15/06/2022,https://www.themarker.com/technation/ty-article/.premium/00000181-6871-dedd-ab9f-e9ff49480000,United States,Series B,83
Airtame,"Copenhagen, Non-U.S.",Consumer,15,,15/06/2022,Internal memo,Denmark,Unknown,7
OpenWeb,"Tel Aviv, Non-U.S.",Media,14,0.05,15/06/2022,https://en.globes.co.il/en/article-openweb-announces-streamlining-plan-including-layoffs-1001415224,Israel,Series E,223
Swyft,"Toronto, Non-U.S.",Logistics,10,0.3,15/06/2022,https://www.theglobeandmail.com/business/technology/article-shopify-backed-ecommerce-delivery-startup-swyft-latest-canadian-tech/,Canada,Series A,20
Crehana,"Lima, Non-U.S.",Education,,,15/06/2022,https://www.bloomberglinea.com/2022/06/15/crehana-confirma-que-hizo-despidos-pero-desliga-la-decision-a-crisis-de-startups/,Peru,Series B,93
JetClosing,Seattle,Real Estate,,1,15/06/2022,https://www.geekwire.com/2022/seattle-startup-jetclosing-which-launched-in-2016-to-digitize-home-closing-process-is-shutting-down/,United States,Series B,44
Coinbase,SF Bay Area,Crypto,1100,0.18,14/06/2022,https://www.cnbc.com/2022/06/14/coinbase-lays-off-18percent-as-execs-prepare-for-recession-crypto-winter.html,United States,Post-IPO,549
Redfin,Seattle,Real Estate,470,0.08,14/06/2022,https://www.streetinsider.com/dr/news.php?id=20212223&gfv=1,United States,Post-IPO,319
Compass,New York City,Real Estate,450,0.1,14/06/2022,https://www.bloomberg.com/news/articles/2022-06-14/compass-to-cut-about-10-of-workforce-amid-us-housing-slowdown#xj4y7vzkg,United States,Post-IPO,1600
Sami,"Sao Paulo, Non-U.S.",Healthcare,75,0.15,14/06/2022,https://braziljournal.com/sami-demite-15-para-conter-queima-de-caixa/,Brazil,Unknown,36
Breathe,"New Delhi, Non-U.S.",Healthcare,50,0.33,14/06/2022,https://inc42.com/buzz/accel-backed-breathe-well-being-lays-off-50-employees/,India,Series A,6
Hunty,"Bogota, Non-U.S.",HR,30,,14/06/2022,https://www.bloomberglinea.com/english/colombian-startups-addi-hunty-confirm-layoffs-as-merqueo-exits-mexico,Colombia,Seed,6
TIFIN,Boulder,Crypto,24,0.1,14/06/2022,https://www.axios.com/pro/fintech-deals/2022/06/14/coinbases-layoffs-hiring-freeze,United States,Series D,204
Addi,"Bogota, Non-U.S.",Finance,,,14/06/2022,https://www.bloomberglinea.com/english/colombian-startups-addi-hunty-confirm-layoffs-as-merqueo-exits-mexico,Colombia,Series C,376
Shopee,"Singapore, Non-U.S.",Food,,,14/06/2022,https://asia.nikkei.com/Spotlight/DealStreetAsia/Sea-s-e-commerce-arm-Shopee-to-cut-staff-across-Southeast-Asia,Singapore,Unknown,
BlockFi,New York City,Crypto,250,0.2,13/06/2022,https://blockfi.com/a-message-from-our-founders,United States,Series E,1000
Wave Sports and Entertainment,Los Angeles,Media,56,0.33,13/06/2022,https://dot.la/wave-sports-entertainment-layoffs-2657504206.html,United States,Series B,65
Studio,SF Bay Area,Education,33,0.4,13/06/2022,Internal memo,United States,Series B,50
Automox,Boulder,Infrastructure,,,13/06/2022,https://www.linkedin.com/posts/automox_today-due-to-the-broader-economic-climate-activity-6942147336605233152-S-xy/,United States,Series C,152
Desktop Metal,Boston,Other,,0.12,13/06/2022,https://www.marketwatch.com/amp/story/desktop-metal-to-lay-off-about-12-of-workforce-271655121739,United States,Post-IPO,811
Crypto.com,"Singapore, Non-U.S.",Crypto,260,0.05,10/06/2022,https://blockworks.co/crypto-com-cutting-5-of-workforce-amid-digital-asset-downturn/,Singapore,Unknown,156
FarEye,"New Delhi, Non-U.S.",Logistics,250,0.3,10/06/2022,https://inc42.com/buzz/exclusive-dragoneer-backed-fareye-lays-off-250-employees/,India,Series E,150
Berlin Brands Group,"Berlin, Non-U.S.",Retail,100,0.1,10/06/2022,https://www.startbase.com/news/berlin-brands-group-entlaesst-fast-100-mitarbeiter/,Germany,Unknown,1000
Sanar,"Sao Paulo, Non-U.S.",Healthcare,60,0.2,10/06/2022,"https://www.terra.com.br/noticias/tecnologia/inovacao/startup-de-medicina-sanar-demite-60-e-pega-funcionarios-de-surpresa,313ce3bfb0f7ebdf601130784b3e8f5fjpp13hkv.html",Brazil,Unknown,11
Freetrade,"London, Non-U.S.",Finance,45,0.15,10/06/2022,https://www.altfi.com/article/9362_exclusive-freetrade-announces-job-cuts-of-up-to-15-of-staff,United Kingdom,Unknown,133
Albert,Los Angeles,Finance,20,0.08,10/06/2022,https://dot.la/albert-fintech-layoffs-2657493613.html50,United States,Series C,175
Keepe,Seattle,Real Estate,,,10/06/2022,https://www.geekwire.com/2022/home-repair-service-keepe-lays-off-staff-as-economic-uncertainty-spooks-startups/,United States,Unknown,6
Liongard,Houston,Infrastructure,,,10/06/2022,https://www.crn.com/news/channel-programs/liongard-lays-off-employees-the-most-difficult-decision-,United States,Series B,22
Ziroom,"Beijing, Non-U.S.",Real Estate,,0.2,10/06/2022,https://pandaily.com/ziroom-lays-off-20-of-hq-staff-property-count-falls-by-nearly-150k/,China,Unknown,2100
OneTrust,Atlanta,Security,950,0.25,09/06/2022,https://www.onetrust.com/blog/onetrust-organizational-update/,United States,Series C,926
Stitch Fix,SF Bay Area,Retail,330,0.15,09/06/2022,https://www.cnbc.com/2022/06/09/stitch-fix-is-laying-off-15percent-of-its-salaried-employees-internal-memo-says.html,United States,Post-IPO,79
Daniel Wellington,"Stockholm, Non-U.S.",Retail,200,0.15,09/06/2022,https://www.breakit.se/artikel/33347/stora-nedskarningar-pa-daniel-wellington-200-personer-sags-upp,Sweden,Unknown,
Convoy,Seattle,Logistics,90,0.07,09/06/2022,https://www.geekwire.com/2022/convoy-which-just-raised-260m-lays-off-7-of-workforce-in-latest-tech-startup-cuts/,United States,Series E,1100
Hologram,Chicago,Infrastructure,80,0.4,09/06/2022,LinkedIn,United States,Series B,82
Boozt,"Malmo, Non-U.S.",Retail,70,0.05,09/06/2022,https://www.breakit.se/artikel/33353/sparpaket-pa-boozt-efter-vinstsmallen-sager-upp-personal,Sweden,Post-IPO,56
The Grommet,Boston,Retail,40,1,09/06/2022,https://www.bizjournals.com/boston/news/2022/06/09/the-grommet-layoffs-employees.html,United States,Acquired,5
Stashaway,"Singapore, Non-U.S.",Finance,31,0.14,09/06/2022,https://www.techinasia.com/stashaway-lays-off-staff,Singapore,Series D,61
Preply,Boston,Education,26,0.05,09/06/2022,Internal memo,United States,Series C,100
Jellysmack,New York City,Media,,0.08,09/06/2022,https://www.businessinsider.com/jellysmack-laid-off-employees-economic-slowdown-email-ceo-to-employees-2022-6,United States,Series C,22
Starship,SF Bay Area,Transportation,,0.11,09/06/2022,https://www.starship.xyz/press_releases/starship-technologies-announces-internal-changes/,United States,Series B,197
Trade Republic,"Berlin, Non-U.S.",Finance,,,09/06/2022,https://financefwd.com/de/entlassungen-bei-trade-republic/,Germany,Series C,1200
Sonder,SF Bay Area,Travel,250,0.21,08/06/2022,Internal memo,United States,Post-IPO,839
Kavak,"Sao Paulo, Non-U.S.",Transportation,150,,08/06/2022,"https://www.terra.com.br/amp/noticias/tecnologia/inovacao/startup-kavak-demite-150-no-rio-e-em-sao-paulo,5cd47d831e523a86ead7e9b2cb92b9dcg9xp78y3.html",Brazil,Series E,1600
Truepill,SF Bay Area,Healthcare,150,0.15,08/06/2022,https://medium.com/truepill-insights/a-message-from-truepill-ceo-sid-viswanathan-9973660e2d8,United States,Series D,255
iPrice Group,Kuala Lumpur,Retail,50,0.2,08/06/2022,https://www.techinasia.com/malaysias-iprice-group-sacks-20-employees,Malaysia,Unknown,26
Memmo,"Stockholm, Non-U.S.",Consumer,,0.4,08/06/2022,https://www.breakit.se/artikel/33321/stort-sparpaket-pa-memmo-man-maste-se-annorlunda-ut,Sweden,Unknown,24
Cazoo,"London, Non-U.S.",Transportation,750,0.15,07/06/2022,https://news.sky.com/story/car-retailer-cazoo-to-cut-750-jobs-after-inflation-hit-12629350,United Kingdom,Post-IPO,2000
Cazoo,"London, Non-U.S.",Transportation,750,0.15,07/06/2022,https://sifted.eu/articles/cazoo-layoffs-european-union/,United Kingdom,Post-IPO,2000
Rupeek,"Bengaluru, Non-U.S.",Finance,180,0.15,07/06/2022,https://www.moneycontrol.com/news/business/startup/gold-loan-platform-rupeek-lays-off-over-180-of-its-employees-8653571.html,India,Unknown,172
Lummo,"Jakarta, Non-U.S.",Marketing,150,,07/06/2022,https://www.moneycontrol.com/news/business/startup/jeff-bezos-sequoia-capital-backed-saas-startup-lummo-lays-off-50-60-employees-from-its-bengaluru-office-8663251.html,Indonesia,Series C,149
Bird,Los Angeles,Transportation,138,0.23,07/06/2022,Internal memo,United States,Post-IPO,783
ID.me,Washington D.C.,Security,130,,07/06/2022,https://www.businessinsider.com/idme-identity-verification-irs-unemployment-facial-recognition-staff-layoffs-economy-2022-6,United States,Unknown,275
KiwiCo,SF Bay Area,Retail,40,,07/06/2022,Internal memo,United States,Unknown,11
Bond,SF Bay Area,Finance,,,07/06/2022,Internal memo,United States,Series A,42
CyberCube,SF Bay Area,Finance,,,07/06/2022,Internal memo,United States,Series B,35
Propzy,"Ho Chi Minh City, Non-U.S.",Real Estate,,0.5,07/06/2022,https://www.techinasia.com/vietnamese-proptech-startup-propzy-restructure-laying-50-staff,Vietnam,Series A,33
Clearco,"Toronto, Non-U.S.",Finance,60,,06/06/2022,https://techcrunch.com/2022/08/30/clearco-cuts-international-staff-as-it-retracts-presence-announces-new-partner/,Canada,Series C,681
Dutchie,Bend,Other,50,0.07,06/06/2022,https://www.geekwire.com/2022/dutchie-lays-off-7-of-workforce-citing-dramatic-market-shift-in-latest-cannabis-tech-company-cuts/,United States,Series D,603
Clearco,"Dublin, Non-U.S.",Finance,,,06/06/2022,https://betakit.com/clearco-expands-to-germany-while-cutting-staff-in-ireland/,Ireland,Series C,681
Deep Instinct,New York City,Security,,0.1,06/06/2022,https://news.crunchbase.com/job-market/cybersecurity-tech-layoffs-deep-instinct/,United States,Series D,259
Sendoso,SF Bay Area,Marketing,,0.14,06/06/2022,https://www.businessinsider.com/layoffs-at-softbank-backed-gifting-startup-sendoso-2022-6,United States,Series C,152
Eruditus,"Mumbai, Non-U.S.",Education,40,,04/06/2022,https://inc42.com/buzz/softbank-backed-edtech-unicorn-eruditus-trims-workforce-lays-off-40-employees/,India,Series E,1200
Afterverse,"Brasilia, Non-U.S.",Consumer,60,0.2,03/06/2022,https://neofeed.com.br/blog/home/o-jogo-virou-afterverse-empresa-de-games-da-movile-corta-ate-60-funcionarios/,Brazil,Unknown,
Superhuman,SF Bay Area,Consumer,23,0.22,03/06/2022,https://www.businessinsider.com/superhuman-email-startup-lays-off-22-percent-staff-2022-6,United States,Series C,108
Food52,New York City,Food,21,0.15,03/06/2022,https://www.adweek.com/media/food52-lays-off-15-of-its-staff-in-a-second-round-of-cuts/,United States,Acquired,176
5B Solar,"Sydney, Non-U.S.",Energy,,0.25,03/06/2022,https://www.news.com.au/finance/business/manufacturing/aussie-startup-5b-solar-sacks-25-per-cent-of-staff/news-story/55133297ccce5f1b7d1edf38f117a631,Australia,Series A,12
Clubhouse,SF Bay Area,Consumer,,,03/06/2022,https://www.bloomberg.com/news/articles/2022-06-03/audio-app-clubhouse-lays-off-staff-as-strategy-shifts#xj4y7vzkg,United States,Series C,110
Tesla,Austin,Transportation,,0.1,03/06/2022,https://www.cnbc.com/2022/06/03/heres-the-email-elon-musk-sent-all-tesla-employees-10percent-job-cuts.html,United States,Post-IPO,20200
Carbon Health,SF Bay Area,Healthcare,250,0.08,02/06/2022,https://www.forbes.com/sites/katiejennings/2022/06/02/healthtech-unicorn-carbon-health-lays-off-250-employees/,United States,Series D,522
Favo,"Sao Paulo, Non-U.S.",Food,170,,02/06/2022,https://exame.com/negocios/de-malas-prontas-startup-favo-deixa-o-brasil-e-demite-170-funcionarios/,Brazil,Series A,31
PolicyGenius,New York City,Finance,170,0.25,02/06/2022,https://techcrunch.com/2022/06/02/insurtech-policygenius-cuts-25-of-staff-less-than-3-months-after-raising-125m/,United States,Series E,286
Yojak,"Gurugram, Non-U.S.",Construction,140,0.5,02/06/2022,https://inc42.com/buzz/info-edge-backed-yojak-lays-off-around-140-employees/,India,Seed,3
Envato,"Melbourne, Non-U.S.",Marketing,100,,02/06/2022,https://www.smartcompany.com.au/technology/envato-redundancy-business-restructuring/,Australia,Unknown,
Gemini,New York City,Crypto,100,0.1,02/06/2022,https://www.bloomberg.com/news/articles/2022-06-02/winklevoss-twins-gemini-slashes-staff-10-on-crypto-slump,United States,Unknown,423
Stord,Atlanta,Logistics,59,0.08,02/06/2022,https://www.businessinsider.com/stord-layoffs-supply-chain-tech-startup-after-raising-120-million-2022-6,United States,Series D,325
Gather,SF Bay Area,Consumer,30,0.33,02/06/2022,https://www.forbes.com/sites/kenrickcai/2022/07/08/gather-town-layoffs-virtual-office-startup-june-2022/?sh=2ca5ac9d4748,United States,Series B,76
Shef,SF Bay Area,Food,29,,02/06/2022,Internal memo,United States,Series A,28
IRL,SF Bay Area,Consumer,25,0.25,02/06/2022,https://techcrunch.com/2022/06/02/irl-layoffs-abraham-shafi-social-media/,United States,Series C,197
Esme Learning,Boston,Education,,,02/06/2022,https://esmelearning.com/blogs/news/esmes-new-horizon,United States,Unknown,37
Kaodim,"Selangor, Non-U.S.",Consumer,,1,02/06/2022,"https://www.thestar.com.my/tech/tech-news/2022/06/02/malaysian-startup-kaodim-to-shut-down-on-july-1-cites-rising-costs-among-challenges#:~:text=Kaodim%20has%20announced%20that%20its,operational%20from%20July%201%2C%202022",Malaysia,Series B,17
Rain,"Manama, Non-U.S.",Finance,,,02/06/2022,https://www.bloomberg.com/news/articles/2022-06-02/coinbase-backed-rain-cuts-jobs-amid-cryptocurrency-selloff?srnd=technology-vp#xj4y7vzkg,Bahrain,Series B,202
TomTom,"Amsterdam, Non-U.S.",Transportation,500,0.1,01/06/2022,https://www.businessinsider.com/tomtom-gps-navigation-tech-layoffs-employees-maps-unit-2022-6,Netherlands,Post-IPO,
Cybereason,Boston,Security,100,0.06,01/06/2022,https://www.calcalistech.com/ctechnews/article/s1zg60v005,United States,Series F,750
Udayy,"Gurugram, Non-U.S.",Education,100,1,01/06/2022,https://www.moneycontrol.com/news/business/startup/info-edge-backed-edtech-startup-udayy-shuts-down-lays-off-all-employees-8621551.html,India,Seed,2
2TM,"Sao Paulo, Non-U.S.",Crypto,90,0.12,01/06/2022,"https://www.terra.com.br/noticias/tecnologia/2tm-dono-do-mercado-bitcoin-demite-90-funcionarios,9ce67613ba7b79292f03bc2027ceb77e9uw5hy0w.html",Brazil,Unknown,250
Curve,"London, Non-U.S.",Finance,65,0.1,01/06/2022,https://www.altfi.com/article/9332_exclusive-curve-joins-klarna-in-mass-jobs-cut,United Kingdom,Series C,182
Loom,SF Bay Area,Product,34,0.14,01/06/2022,https://techcrunch.com/2022/06/01/a16z-backed-loom-video-layoffs/,United States,Series C,203
Skillshare,New York City,Education,31,,01/06/2022,Internal memo,United States,Unknown,136
Impala,"London, Non-U.S.",Travel,30,0.35,01/06/2022,https://newsletter.pragmaticengineer.com/p/the-scoop-13,United Kingdom,Series B,32
Eaze,SF Bay Area,Consumer,25,,01/06/2022,https://www.businessinsider.com/cannabis-tech-startup-eaze-laid-off-employees-2022-6,United States,Series D,202
Side,SF Bay Area,Real Estate,,0.1,01/06/2022,https://www.inman.com/2022/06/01/side-lays-off-10-of-workforce-1-year-after-unicorn-valuation/,United States,Unknown,313
Truck It In,"Karachi, Non-U.S.",Logistics,,0.3,01/06/2022,https://techx.pk/truck-it-in-follows-the-airlift-and-swvl-path-laying-off-around-30-of-its-workforce/,Pakistan,Seed,17
Playtika,"Tel Aviv, Non-U.S.",Consumer,250,0.06,31/05/2022,https://en.globes.co.il/en/article-israeli-mobile-games-co-playtika-to-lay-off-250-1001413811,Israel,Post-IPO,
Replicated,Los Angeles,Infrastructure,50,,31/05/2022,https://www.replicated.com/blog/a-message-from-replicateds-ceo/,United States,Series C,85
Tomo,Stamford,Finance,44,0.33,31/05/2022,https://www.businessinsider.com/purchase-mortgage-company-tomo-lays-off-staff-housing-market-slows-2022-5,United States,Series A,110
Getta,"Tel Aviv, Non-U.S.",Transportation,30,,31/05/2022,https://www.themarker.com/technation/2022-05-31/ty-article/.premium/00000181-18d2-d57f-afc1-b8d762210000,Israel,Series A,49
BookClub,Salt Lake City,Education,12,0.25,31/05/2022,Internal memo,United States,Series A,26
Cerebral,SF Bay Area,Healthcare,,,31/05/2022,https://www.bloomberg.com/news/articles/2022-05-31/cerebral-announces-layoffs-amid-script-cutbacks-legal-probe#xj4y7vzkg,United States,Series C,462
